structure_wikidata,smiles,cas
http://www.wikidata.org/entity/Q104913444,C(#CC#CC)C#CC=CC=CC=C,126381-91-7
http://www.wikidata.org/entity/Q27237291,C=CC(C1=CC=CC=C1)C2=CC(=O)C=CC2=O,24946-69-8
http://www.wikidata.org/entity/Q82638470,O=C(O)CCCCCCCC#CC#CC=CCCCC,13089-73-1
http://www.wikidata.org/entity/Q27251424,C[C@@H]1CC[C@H]2C[C@@H]1OO[C@]2(C)/C=C/[C@@H](C(C)(C)O)O,73301-54-9
http://www.wikidata.org/entity/Q27236754,CN1CC[C@@]23[C@]14C[C@@H](C5=C2C(=C(C=C5)OC)OC)O[C@]4(C(=O)CC3)O,1805-86-3
http://www.wikidata.org/entity/Q27225666,CC1=C2C(=CC=C1)N=CC=N2,13708-12-8
http://www.wikidata.org/entity/Q82341164,CCC1=NC2=CC=CC=C2N=C1,29750-44-5
http://www.wikidata.org/entity/Q27258304,C[C@H](C[C@H]([C@H]1C(O1)(C)C)OC(=O)C)[C@H]2C(=O)[C@@H]([C@@]3([C@@]2(CC[C@]45[C@H]3CC[C@@H]6[C@]4(C5)CC[C@@H](C6(C)C)O[C@H]7[C@@H]([C@H]([C@H](CO7)O)O)O)C)C)O,402513-88-6
http://www.wikidata.org/entity/Q27135323,C[C@@H]1C[C@@H]2[C@H](O[C@]3([C@H]1[C@]4(CC[C@@]56C[C@@]57CC[C@@H](C([C@@H]7CC[C@H]6[C@@]4([C@H]3O)C)(C)C)O[C@H]8[C@@H]([C@H]([C@H](CO8)O)O)O)C)O2)C(C)(C)OC,343249-40-1
http://www.wikidata.org/entity/Q105227023,CC(=O)OC[C@@H](C)[C@H]1CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC[C@@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3CC[C@]21C,58193-25-2
http://www.wikidata.org/entity/Q82983505,C[C@@]12CC[C@@]3(C4=CC[C@@H]5[C@@]([C@H]4CC[C@]3([C@@H]1CC(CC2)(C)C)C)(CCCC5(C)C)C)C,72247-03-1
http://www.wikidata.org/entity/Q104395580,CC1(C)C=C2[C@H]3CC[C@@H]4[C@@]5(C)CCCC(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)CC1,432-11-1
http://www.wikidata.org/entity/Q27270511,CN1CCC2=CC(=C(C=C2C3=CC(=CC(=C3CC1)OC)OC)OC)OC,549-28-0
http://www.wikidata.org/entity/Q27236072,CC(=O)O[C@@H]1C[C@](C[C@@H]2[C@]1(CC[C@@]3(C2=CC(=O)[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H]([C@]5(C)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)C)C)C)(C)C(=O)O,1208004-79-8
http://www.wikidata.org/entity/Q27254534,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@H]4CC[C@]5([C@H](C4(C)C)CC[C@@]6([C@@H]5C(=O)C=C7[C@]6(CC[C@@]8([C@H]7C[C@@]9(C[C@H]8OC9=O)C)C)C)C)C)C(=O)O)O)O)C(=O)O)O)O)O)O)O,1616062-90-8
http://www.wikidata.org/entity/Q27274779,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2C(=O)C=C4[C@]3(CC[C@@]5([C@H]4C[C@@]6(C[C@H]5OC6=O)C)C)C)C)(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)C(=O)O)O)O)O,119417-96-8
http://www.wikidata.org/entity/Q27252245,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2C(=O)C=C4[C@]3(CC[C@@]5([C@H]4C[C@@](C[C@H]5O)(C)CO)C)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O,1262326-46-4
http://www.wikidata.org/entity/Q27236783,C[C@]12CC[C@@](CC1=C3C=C[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O,1616062-87-3
http://www.wikidata.org/entity/Q27282844,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C=O,1616062-88-4
http://www.wikidata.org/entity/Q27286524,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@H]4CC[C@]5([C@H](C4(C)C)CC[C@@]6([C@@H]5C(=O)C=C7[C@]6(CC[C@@]8([C@H]7C[C@@](C[C@H]8OC(=O)C)(C)C(=O)O)C)C)C)C)C(=O)O)O)O)C(=O)O)O)O)O)O)O,1616062-89-5
http://www.wikidata.org/entity/Q104923518,CC1(C)[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,118536-86-0
http://www.wikidata.org/entity/Q82898023,O=C(O)C1OC(OC2CCC3(C)C4C(=O)C=C5C6CC(C(=O)O)(C)CCC6(C)CCC5(C)C4(C)CCC3C2(C)C)C(OC7OCC(O)C(O)C7O)C(O)C1O,121687-83-0
http://www.wikidata.org/entity/Q105155241,CC1(C)[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,118441-85-3
http://www.wikidata.org/entity/Q27261114,C[C@H]1CC[C@@H](CC1)C(O)(C)C,5114-00-1
http://www.wikidata.org/entity/Q72466240,OC(C)(C)C1CCC(C)CC1,498-81-7
http://www.wikidata.org/entity/Q27162448,C[C@H]1[C@@H]2[C@H](CC(=C3[C@@H]([C@H]2OC1=O)C(=CC3=O)CO)C)OC(=O)CC4=CC=C(C=C4)O,125519-47-3
http://www.wikidata.org/entity/Q105144994,C/C=C(/C)C(=O)O[C@H]1CC(C)(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7OC[C@H](O)[C@H](O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)C[C@@H](O)[C@@]12CO,156250-58-7
http://www.wikidata.org/entity/Q105145702,C/C=C(\C)C(=O)O[C@H]1CC(C)(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7OC[C@H](O)[C@H](O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)C[C@@H](O)[C@@]12CO,183183-15-5
http://www.wikidata.org/entity/Q105154210,CC(=O)O[C@H]1[C@@H](CO)O[C@@H](O[C@@H]2[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@@H](C(=O)O)O[C@H]2O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3CC=C3[C@@H]5CC(C)(C)CC[C@]5(O)C(=O)C[C@]34C)C2(C)C)[C@H](O)[C@H]1O,378244-83-8
http://www.wikidata.org/entity/Q105254847,CC1(C)CCC2=C(C1)C1=CC[C@@H]3[C@@]4(C)CC[C@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H]5O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2=O,380303-68-4
http://www.wikidata.org/entity/Q105145700,C/C=C(/C)C(=O)O[C@H]1CC(C)(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7OC[C@H](O)[C@H](O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)C[C@@H](O)[C@@]12CO,183020-18-0
http://www.wikidata.org/entity/Q105292421,CC1(C)CC[C@]2(O)C(=O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,380303-64-0
http://www.wikidata.org/entity/Q105163578,C/C=C(\C)C(=O)O[C@H]1CC(C)(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7OC[C@H](O)[C@H](O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@@](C)(C=O)[C@@H]5CC[C@@]4(C)[C@]3(C)C[C@@H](O)[C@@]12CO,156317-50-9
http://www.wikidata.org/entity/Q105150006,CC1(C)CC[C@@]2(CO)[C@@H](C1)C1=CC[C@@H]3[C@@]4(C)CC[C@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H]5O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)C[C@H]2O,380303-70-8
http://www.wikidata.org/entity/Q105284687,OCC1OC(OC2OC=CC3C(O)CC(O)(C)C23)C(O)C(O)C1O,50906-66-6
http://www.wikidata.org/entity/Q23466211,C([H])([H])([H])[C@]1([H])[C@@]([H])([C@@]([H])([C@@]([H])([C@@]([H])(O1)O[C@]2([H])[C@]([H])([C@@]([H])([C@@]([H])(C([H])([H])O[H])O[C@@]2([H])OC3=C(C4=C([H])C(=C(C([H])=C4[H])O[H])O[H])OC5=C(C(=C([H])C(=C5[H])O[H])O[H])C3=O)O[H])O[H])O[H])O[H])O[H],32453-36-4
http://www.wikidata.org/entity/Q104400348,COc1cc([C@H]2Oc3c(OC)cc(CCCO)cc3[C@@H]2CO)ccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,131723-83-6
http://www.wikidata.org/entity/Q83008226,CC(=O)CCC1=CC(=C(C=C1)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,101705-37-7
http://www.wikidata.org/entity/Q105187663,CC(C)=CCO[C@@H]1O[C@H](CO[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,175737-84-5
http://www.wikidata.org/entity/Q83005542,C=C1C[C@H]([C@@H]2[C@@H]([C@@H]3[C@H]1C[C@@H](C3=C)O)OC(=O)C2=C)O,89647-87-0
http://www.wikidata.org/entity/Q82944786,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,4328-19-2
http://www.wikidata.org/entity/Q27137271,CC(=O)OC(C)(C)/C=C/C(=O)[C@@](C)([C@H]1[C@@H](C[C@@]2([C@@]1(CC(=O)[C@@]3([C@H]2CC=C4[C@H]3C=C(C(=O)C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)C)O)O,1398-78-3
http://www.wikidata.org/entity/Q105218126,CC(C)(O)CCC(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,61105-51-9
http://www.wikidata.org/entity/Q76415919,CC1=CC[C@H](C[C@@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=C)C,113349-30-7
http://www.wikidata.org/entity/Q105175477,C/C1=C\[C@H]2OC(=O)[C@@H](C)[C@@H]2CC/C(C(=O)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=C/CC1,75911-16-9
http://www.wikidata.org/entity/Q83020338,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC=C(C=C2)CC#N)O)O)O,122001-32-5
http://www.wikidata.org/entity/Q104938890,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5[C@H](O)C[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@H]1C,34540-22-2
http://www.wikidata.org/entity/Q105323806,CC(=O)OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,10338-88-2
http://www.wikidata.org/entity/Q27145552,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,34157-80-7
http://www.wikidata.org/entity/Q82302232,CC(C)=CCC[C@@](C)(O)CCO,76936-25-9
http://www.wikidata.org/entity/Q105298709,C[C@@H](C/C=C/C(C)(C)O)CCO,1740-94-9
http://www.wikidata.org/entity/Q72501813,C1=CC=C(C=C1)CCO[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,14861-16-6
http://www.wikidata.org/entity/Q105015428,CC(C)=CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,117861-55-9
http://www.wikidata.org/entity/Q27107250,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC=C(C=C3)CC=C)O)O)O)O)O)O,499-35-4
http://www.wikidata.org/entity/Q105186885,CC1(C)O[C@]2(C)CC[C@H]1C[C@H]2O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,155836-26-3
http://www.wikidata.org/entity/Q105180264,C=CCc1ccc(O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1,267668-14-4
http://www.wikidata.org/entity/Q83033981,C1[C@H](COC1=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,151870-74-5
http://www.wikidata.org/entity/Q105169941,O=C1C[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CO1,211107-44-7
http://www.wikidata.org/entity/Q105167550,CO[C@@H]1[C@H](O)[C@H](OC)[C@@H](O)[C@H](O)[C@H]1O,523-94-4
http://www.wikidata.org/entity/Q105118530,CC1(C)O[C@]2(C)CC[C@@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C[C@H]2O,174285-77-9
http://www.wikidata.org/entity/Q105205729,C=CCc1cc(O)c(OC)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1,192324-34-8
http://www.wikidata.org/entity/Q105283470,OC[C@H]1O[C@@H](OCc2ccccc2O)[C@H](O)[C@@H](O)[C@@H]1O,7724/9/6
http://www.wikidata.org/entity/Q105139835,COC/C=C/c1cc(OC)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(OC)c1,139742-20-4
http://www.wikidata.org/entity/Q105207463,CC1(C)O[C@]2(C)CC[C@@]1(O)C[C@H]2O,176896-61-0
http://www.wikidata.org/entity/Q105351434,CC1(C)O[C@@]2(C)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@@H]1C[C@H]2O,219583-13-8
http://www.wikidata.org/entity/Q105370329,CC1(C)O[C@@]2(C)C[C@@H](O)[C@@H]1C[C@@H]2O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,219583-17-2
http://www.wikidata.org/entity/Q104992572,COc1ccc([C@@H](O)CO)cc1O,213466-88-7
http://www.wikidata.org/entity/Q104955387,COc1ccc([C@@H](O)CO)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,217972-13-9
http://www.wikidata.org/entity/Q105120686,CC1(C)O[C@]2(CO)CC[C@H]1C[C@@H]2O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,219546-80-2
http://www.wikidata.org/entity/Q105145912,CC1(C)O[C@@]2(C)CC[C@]1(O)C[C@@H]2O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,219583-09-2
http://www.wikidata.org/entity/Q105240354,CC1(C)O[C@@]2(C)C[C@@H](O)[C@@H]1C[C@@H]2O,219546-83-5
http://www.wikidata.org/entity/Q72470575,CC1=CC(=CC(=C1O)C)C=O,2233-18-3
http://www.wikidata.org/entity/Q82882609,C[C@@]12C[C@@H]([C@@H]3[C@@H](C1)C4=C(NC5=CC=CC=C5C4=O)OC3(C)C)C6=C(O2)C7=CC=CC=C7NC6=O,99964-51-9
http://www.wikidata.org/entity/Q27261947,C[C@@]12[C@H]3[C@@H](OC=C[C@]3([C@H]([C@@H]1O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,20486-27-5
http://www.wikidata.org/entity/Q27260657,CC(=O)CCCCC/C=C\CC#CC#C,13945-78-3
http://www.wikidata.org/entity/Q27256116,C/C=C\C#CC/C=C\CCCCCC(=O)C,118853-85-3
http://www.wikidata.org/entity/Q27282187,COC1=C(C2=C(C(=O)C[C@H](O2)C3=CC=CC=C3)C(=C1)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OC,113963-37-4
http://www.wikidata.org/entity/Q104397287,COc1cc(CCO[C@@H]2O[C@H](CO)[C@@H](OC(=O)/C=C/c3ccc(O)c(O)c3)[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H]2O)ccc1O,94492-22-5
http://www.wikidata.org/entity/Q100146264,COc1cc(/C=C/C(=O)O[C@@H]2[C@@H](CO)O[C@@H](OCCc3ccc(O)c(OC)c3)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)ccc1O,94492-21-4
http://www.wikidata.org/entity/Q104918123,C(C#CC=CC)#CC=CC=CC=C,17091-00-8
http://www.wikidata.org/entity/Q82885201,O=c1cc(-c2ccc(O)cc2)oc2c(O)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)C3O[C@@H]3O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]3O)cc(O)c12,96627-12-2
http://www.wikidata.org/entity/Q82224838,CC1=CC2=C(C=C1O)C3=C(CC2)C(=C(C=C3)O)C,54278-83-0
http://www.wikidata.org/entity/Q82639088,O=C(O)CCCCCCCC(=O)CCC=CCCCCC,112543-32-5
http://www.wikidata.org/entity/Q105241729,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CCC1=C[C@H](O)OC1=O,119188-35-1
http://www.wikidata.org/entity/Q105174576,CC1=CC(=O)[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1/C=C/c1ccoc1,919103-33-6
http://www.wikidata.org/entity/Q72438792,COC1=C(C=CC(=C1)O)N,61638-01-5
http://www.wikidata.org/entity/Q83004643,CC(C)CC(=O)O[C@H]1[C@H]2[C@H](C[C@H]([C@@]2(C)O)O)C(=CO1)[C@@]3([C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)OC,88586-75-8
http://www.wikidata.org/entity/Q104993922,C[C@]12CC[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@@]1(O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,18531-44-7
http://www.wikidata.org/entity/Q105380685,C[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C[C@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,210637-17-5
http://www.wikidata.org/entity/Q104969384,C[C@@]12[C@H]3CC[C@]4(C)[C@@H](C5=CC(=O)OC5)CC[C@]4(O)[C@@H]3CC[C@@H]1C[C@@H](O)C[C@H]2O,639-15-6
http://www.wikidata.org/entity/Q104393646,O=C(O)[C@H](Cc1c[nH]c2ccccc12)N=C(O)/C=C/c1ccc(O)c(O)c1,109163-69-1
http://www.wikidata.org/entity/Q82466372,CCCCCCCCCCCCC1=CC(=C(C=C1)O)O,1155-60-8
http://www.wikidata.org/entity/Q27254617,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO,164350-12-3
http://www.wikidata.org/entity/Q27105910,C[C@H]1CCC[C@H]2[C@@]1(C[C@]3(C2)C(=C)COC3=O)C,19906-72-0
http://www.wikidata.org/entity/Q105178493,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,120481-38-1
http://www.wikidata.org/entity/Q82802267,O=C(OC)CCCC=CC=CC=CC=CCC,61114-25-8
http://www.wikidata.org/entity/Q27271506,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](CO[C@H]2O[C@H]3CC[C@]4([C@H]([C@]3(C)CO)CC[C@@]5([C@@H]4CC=C6[C@]5(CC[C@@]7([C@H]6CC(CC7)(C)C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O)O)O)C)C)C)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O,140360-29-8
http://www.wikidata.org/entity/Q27272082,C[C@]12CCCC(=C)[C@@H]1C[C@@H]([C@H](C2)O)C(C)(C)O,36061-11-7
http://www.wikidata.org/entity/Q82876751,C[C@H]1CCC[C@H]2[C@@]1([C@@H](C3=C(C(=O)O[C@H]3C2)C)O)C,10250-03-0
http://www.wikidata.org/entity/Q27108405,C[C@H]1CCC[C@]2([C@@]1(CC3=C(C2)OC=C3C)C)O,52279-13-7
http://www.wikidata.org/entity/Q104915240,Cc1coc2c1[C@@H](O)[C@]1(C)[C@@H](C)CCC[C@@H]1C2,4176/11/8
http://www.wikidata.org/entity/Q105331855,CC(=O)C1=C[C@]2(C)[C@@H](C)CCC[C@@H]2CC1=O,348119-85-7
http://www.wikidata.org/entity/Q27236148,C[C@H]1CCC[C@H]2[C@@]1(C=C(C(=O)C2)C(C)(C)O)C,35124-22-2
http://www.wikidata.org/entity/Q105133977,CO[C@@H]1c2c(C)coc2C[C@H]2CCC[C@H](C)[C@@]12C,34335-93-8
http://www.wikidata.org/entity/Q27105334,C[C@H]1CCC[C@]2([C@@]1([C@@H](C3=C(C2)OC=C3C)OC(=O)C(C)C)C)O,60410-89-1
http://www.wikidata.org/entity/Q82880350,C[C@H]1CCC[C@H]2[C@@]1([C@@H](C3=C(C(=O)O[C@]3(C2)O)C)O)C,107693-94-7
http://www.wikidata.org/entity/Q27254367,CC(C)[C@@H]1CC[C@@]2(CCCC(=O)[C@@]2(C1)C)C,5090-54-0
http://www.wikidata.org/entity/Q72482734,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)[C@@H](CC[C@]5(C)[C@@H]4CC=C4[C@@H]6CC(C)(C)CC[C@]6(C(=O)O[C@@H]6O[C@H](CO[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@@H](O)[C@H](O)[C@H]6O)CC[C@]45C)[C@]3(C)CO)OC[C@H](O)[C@@H]2O)[C@H](O)[C@H](O[C@@H]2OC[C@@H](O)[C@@H](O)[C@H]2O)[C@H]1O,96315-53-6
http://www.wikidata.org/entity/Q105143948,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,141492-08-2
http://www.wikidata.org/entity/Q83125522,C1[C@H]([C@@H]([C@@H](C=C1C(=O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)O)OC(=O)C3=CC(=C(C(=C3)O)O)O,95753-52-9
http://www.wikidata.org/entity/Q82944978,S=C=NCC(C)CC,4404-51-7
http://www.wikidata.org/entity/Q27275769,CSCCCCN=C=S,4430-36-8
http://www.wikidata.org/entity/Q27279529,CC1=CC=C(C=C1)C#N,104-85-8
http://www.wikidata.org/entity/Q27258711,C/C=C(/C1=C(C(=O)[C@]23C[C@H]2C(O[C@@]3(C1=O)O)(C)C)Cl)\Cl,62640-14-6
